name,price,brand,category,product_id,displayed_price,image_url,product_url,page_number,page_url
Friteuse Air Fryer MDF digital power 5L 12 programmes sans PFOA – 2 ans de garantie,60.33,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,ME675HA0YJCJCNAFAMZ,629.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/58/009656/1.jpg?6851,https://www.jumia.ma/mellerware-friteuse-air-fryer-mdf-digital-power-5l-12-programmes-sans-pfoa-2-ans-de-garantie-65690085.html,1,https://www.jumia.ma/mlp-electromenager/
Air fryer sans huile 4L 1200W - 12 mois garantie,46.90,Royal,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,RO663HA02RWBYNAFAMZ,489.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/04/660846/1.jpg?4757,https://www.jumia.ma/royal-air-fryer-sans-huile-4l-1200w-12-mois-garantie-64806640.html,1,https://www.jumia.ma/mlp-electromenager/
"Bouilloire en acier inoxydable 1,7 Litres",21.00,Daiko,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,DA150HA0KRYNMNAFAMZ,219.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/34/896946/1.jpg?5404,https://www.jumia.ma/daiko-bouilloire-en-acier-inoxydable-17-litres-64969843.html,1,https://www.jumia.ma/mlp-electromenager/
Friteuse à air sans huile AIR FRYER MDF5S DIGITAL 8programmes5L - 2 ans de garantie,57.45,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,ME675HA1FN9LCNAFAMZ,599.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/86/745936/1.jpg?7140,https://www.jumia.ma/mellerware-friteuse-a-air-sans-huile-air-fryer-mdf5s-digital-8programmes5l-2-ans-de-garantie-63954768.html,1,https://www.jumia.ma/mlp-electromenager/
Batteur Mixeur Mélangeur MHM-301 5 Vitesses 2 Fouets Métalliques-2ans de garantie,5.08,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers,ME675HA157AH6NAFAMZ,53.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/69/204426/1.jpg?6767,https://www.jumia.ma/mellerware-batteur-mixeur-melangeur-mhm-301-5-vitesses-2-fouets-metalliques-2ans-de-garantie-62440296.html,1,https://www.jumia.ma/mlp-electromenager/
"Bouilloire Electrique élégant 1,8L 1500W BG1500/",8.54,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,KE402HA0CCM7SNAFAMZ,89.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/20/744056/1.jpg?5699,https://www.jumia.ma/bouilloire-electrique-elegant-18l-1500w-bg1500-kenz-mpg1460090.html,1,https://www.jumia.ma/mlp-electromenager/
Robot Pétrin Black 1000W 6 vitesses + Bol en inox 5L - 2 ans de garantie,57.45,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Bread Machines,ME675HA1BGI63NAFAMZ,599.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/79/711995/1.jpg?1127,https://www.jumia.ma/robot-petrin-black-1000w-6-vitesses-bol-en-inox-5l-2-ans-de-garantie-mellerware-mpg1398045.html,1,https://www.jumia.ma/mlp-electromenager/
Panini grill multifonction appareil à sandwichs 750 W – 2 ans de garantie,12.37,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Waffle Irons,ME675HA0RF2UCNAFAMZ,129.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/053156/1.jpg?2521,https://www.jumia.ma/panini-grill-multifonction-appareil-a-sandwichs-750-w-2-ans-de-garantie-mellerware-mpg1460111.html,1,https://www.jumia.ma/mlp-electromenager/
Bouilloire en verre cristal MKE 1818 BL4 1.8L puissance 1500w – 2 ans de garantie,12.37,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,ME675HA13BQXWNAFAMZ,129.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/66/053156/1.jpg?2486,https://www.jumia.ma/mellerware-bouilloire-en-verre-cristal-mke-1818-bl4-1.8l-puissance-1500w-2-ans-de-garantie-65135066.html,1,https://www.jumia.ma/mlp-electromenager/
Blender 2 Bols en plastique incassable 350W 1.25 Litres,12.95,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Blenders,KE402HA1C2MIGNAFAMZ,135.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/744056/1.jpg?5657,https://www.jumia.ma/kenz-blender-2-bols-en-plastique-incassable-350w-1.25-litres-65044708.html,1,https://www.jumia.ma/mlp-electromenager/
Panini Sandwiches Maker Granit Antiadhésive Barbecue sans huile sans beurre,20.14,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Waffle Irons,KE402HA00FY48NAFAMZ,210.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/00/744056/1.jpg?5741,https://www.jumia.ma/panini-sandwiches-maker-granit-antiadhesive-barbecue-sans-huile-sans-beurre-kenz-mpg1460095.html,1,https://www.jumia.ma/mlp-electromenager/
Hachoir électrique 3Litre/1000W  2 bols Inox et verre 5 vitesse  en acier Inoxydable Inox  Vert,18.13,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills/Meat Grinders,KE402HA0LQLQMNAFAMZ,189.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/36/513166/1.jpg?8304,https://www.jumia.ma/kenz-hachoir-electrique-3litre1000w-2-bols-inox-et-verre-5-vitesse-en-acier-inoxydable-inox-vert-66131563.html,1,https://www.jumia.ma/mlp-electromenager/
Espresso Coffee Maker CM202,69.92,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Soda Makers,ME675HA0SOMYINAFAMZ,729.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/48/178746/1.jpg?4468,https://www.jumia.ma/mellerware-espresso-coffee-maker-cm202-64787184.html,1,https://www.jumia.ma/mlp-electromenager/
"Blender, Robot 1500W, 2 Bols plastique incassable – Jaune",17.74,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Blenders,KE402HA19G1NGNAFAMZ,185.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/331356/1.jpg?6976,https://www.jumia.ma/kenz-blender-robot-1500w-2-bols-plastique-incassable-jaune-65313367.html,1,https://www.jumia.ma/mlp-electromenager/
Robot Pétrin BLEU 1000W – 6 vitesses + Bol en inox 5L - 2 Ans de garantie,59.37,Mellerware,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Bread Machines,ME675HA19A2ZONAFAMZ,619.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/76/053156/1.jpg?2608,https://www.jumia.ma/mellerware-robot-petrin-bleu-1000w-6-vitesses-bol-en-inox-5l-2-ans-de-garantie-65135067.html,1,https://www.jumia.ma/mlp-electromenager/
Maxi Robot Mixeur Plongeant 4En1 - INOX - Powered 2 Vitesses 700+500ml,14.39,Homy,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,HO520HA1ICZIMNAFAMZ,150.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/91/305166/1.jpg?3686,https://www.jumia.ma/maxi-robot-mixeur-plongeant-4en1-inox-powered-2-vitesses-700500ml-prix-pas-cher-homy-mpg879605.html,1,https://www.jumia.ma/mlp-electromenager/
"Blender Genuine LM241B25 - 500W, 1 vitesse + pulse, Bol 1,75L  et 1 accessoire",47.86,Moulinex,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Blenders,MO216HA1KKZD1NAFAMZ,499.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/037445/1.jpg?5420,https://www.jumia.ma/blender-genuine-lm241b25-500w-1-vitesse-pulse-bol-175l-1-accessoire-moulinex-mpg944094.html,1,https://www.jumia.ma/mlp-electromenager/
Hachoir Electrique à viande avec 2 bol en verre et inox 3L/2000W+ 5 Lames et batteur,17.17,Cooking,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills,CO985HA1BQM3INAFAMZ,179.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/80/183646/1.jpg?0493,https://www.jumia.ma/cooking-hachoir-electrique-a-viande-avec-2-bol-en-verre-et-inox-3l2000w-5-lames-et-batteur-64638108.html,1,https://www.jumia.ma/mlp-electromenager/
Hachoir électrique 3Litre/1000W  2 bols Inox et verre 5 vitesse  en acier Inoxydable Inox Noir,18.13,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills/Meat Grinders,KE402HA0ROXSENAFAMZ,189.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/46/513166/1.jpg?6518,https://www.jumia.ma/kenz-hachoir-electrique-3litre1000w-2-bols-inox-et-verre-5-vitesse-en-acier-inoxydable-inox-noir-66131564.html,1,https://www.jumia.ma/mlp-electromenager/
Friteuse sans huile 1500Watts - Air fryer - Taille XXL - 8 programmes,49.68,Kumtel,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Air Fryers,KU265HA0ISL9UNAFAMZ,518.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/31/567026/1.jpg?8449,https://www.jumia.ma/air-fryer-friteuse-kumtel-mpg1398081.html,1,https://www.jumia.ma/mlp-electromenager/
Hachoir électrique 3Litre/1000W  2 bols Inox et verre 5 vitesse  en acier Inoxydable Inox  blue,18.13,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Food Grinders & Mills/Meat Grinders,KE402HA0XN9U6NAFAMZ,189.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/56/513166/1.jpg?6695,https://www.jumia.ma/kenz-hachoir-electrique-3litre1000w-2-bols-inox-et-verre-5-vitesse-en-acier-inoxydable-inox-blue-66131565.html,1,https://www.jumia.ma/mlp-electromenager/
Mixeur Plongeant avec 2 vitesses – Gris/blanc,9.11,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,KE402HA022A70NAFAMZ,95.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/03/465756/1.jpg?4550,https://www.jumia.ma/kenz-mixeur-plongeant-avec-2-vitesses-grisblanc-65756430.html,1,https://www.jumia.ma/mlp-electromenager/
Robot Mixeur plongeant -  4 en 1 - 600W - 3 vitesses,22.35,Haeger,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,HA732HA0TH09GNAFAMZ,233.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/49/502356/1.jpg?3784,https://www.jumia.ma/haeger-robot-mixeur-plongeant-4-en-1-600w-3-vitesses-65320594.html,1,https://www.jumia.ma/mlp-electromenager/
Appareil à sandwichs et paninis 750 W pour des repas rapides,15.63,Generic,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Specialty Appliances/Sandwich Makers & Panini Presses,GE232HA11ABCQNAFAMZ,163.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/62/627066/1.jpg?5245,https://www.jumia.ma/generic-appareil-a-sandwichs-et-paninis-750-w-pour-des-repas-rapides-66072626.html,1,https://www.jumia.ma/mlp-electromenager/
"Bouilloire en plastique Aroa 2200W +1,7L -2 ans de garantie",20.91,Taurus,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Slow Cookers,TA867HL1L4IJNNAFAMZ,218.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/95/948771/2.jpg?2386,https://www.jumia.ma/taurus-bouilloire-en-plastique-aroa-2200w-17l-2-ans-de-garantie-17784959.html,1,https://www.jumia.ma/mlp-electromenager/
Mixeur Plongeant avec 2 vitesses – Noir,9.11,Kenz,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers/Hand Mixers,KE402HA080M8SNAFAMZ,95.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/13/465756/1.jpg?4596,https://www.jumia.ma/kenz-mixeur-plongeant-avec-2-vitesses-noir-65756431.html,1,https://www.jumia.ma/mlp-electromenager/
Robot Mixeur Plongeant 600 Plus Inox Mélangeur-hachoir -2ans  de garantie,25.42,Solac,Home & Office/Home & Kitchen/Kitchen & Dining/Small Appliances/Mixers,SO312HL1DDCYENAFAMZ,265.00 Dhs,https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/82/924502/1.jpg?6827,https://www.jumia.ma/solac-robot-mixeur-plongeant-600-plus-inox-melangeur-hachoir-2ans-de-garantie-20542928.html,1,https://www.jumia.ma/mlp-electromenager/
Machine à laver à hublot 6 Kg - 800 Tr/Min – A++ (T842 S),239.67,Siera,Home & Office/Tools & Home Improvement/Appliances/Washers & Dryers,SI498HA07I9VZNAFAMZ,"2,499.00 Dhs",https://ma.jumia.is/unsafe/fit-in/300x300/filters:fill(white)/product/12/609935/1.jpg?6727,https://www.jumia.ma/siera-machine-a-laver-a-hublot-6-kg-800-trmin-a-t842-s-53990621.html,1,https://www.jumia.ma/mlp-electromenager/
